acc_mean,acc_std,acc_min,acc_max,hr_mean,hr_std,hr_min,hr_max,steps_sum,t
1.0006405751641534,0.0880299771126699,0.5026353010340997,1.6490801663986958,73.0,1.8973665961010275,71.0,76.0,0,240
1.0058275852208265,0.1164209578595795,0.4492467288311179,1.9796186321780795,82.6,3.049590136395381,78.0,85.0,0,270
1.003879914294917,0.1190002995919026,0.4021409368824567,1.6069949817474944,75.83333333333333,2.9268868558020253,73.0,80.0,0,300
0.9990268572073476,0.0565026486214762,0.6920425698806758,1.5437596523985655,76.16666666666667,5.192943930629973,73.0,86.0,0,330
0.9956938596451196,0.0020268353755166,0.988023508321634,1.0043448894371894,73.8,0.8366600265340756,73.0,75.0,0,360
0.995719138434872,0.0020071631073914,0.9884617347477443,1.0035598939501766,73.6,0.8944271909999159,73.0,75.0,0,390
0.9980420683443304,0.0444614667450051,0.6195333566237576,1.6200981066830829,74.0,1.4142135623730951,73.0,77.0,0,420
1.0040830415878934,0.1058426870176263,0.418834788262914,3.495963114965617,71.2,1.9235384061671343,68.0,73.0,0,450
0.9979871890610086,0.0210312561142762,0.8657334538376404,1.219388016543569,71.0,2.3664319132398464,68.0,73.0,0,480
0.9988566512968046,0.0699333775888728,0.4649903822109549,1.9068389070506035,76.4,3.7815340802378072,73.0,82.0,0,510
0.9982321475543896,0.0086277214466569,0.926508638337242,1.072181141648164,68.33333333333333,0.816496580927726,68.0,70.0,0,540
0.9975830247095332,0.001823802732689,0.9914421448642426,1.0048660396461262,70.33333333333333,1.2110601416389968,69.0,72.0,0,570
0.997507665367393,0.0074796007218755,0.9192436119170314,1.0900593646293764,70.33333333333333,1.7511900715418265,68.0,73.0,0,600
0.9976191846951266,0.0019020300241607,0.9910178169299784,1.0049627364965033,69.4,0.8944271909999159,68.0,70.0,0,630
0.9975998173054113,0.0068682983361929,0.9567153571717034,1.0448342316422543,71.83333333333333,0.752772652709081,71.0,73.0,0,660
0.9976003931864376,0.0086697996162531,0.9235384879605452,1.1131760972462623,70.5,2.949576240750525,68.0,74.0,0,690
0.9972237550101972,0.0018283660894787,0.9914728586401343,1.0041909325841674,69.66666666666667,0.5163977794943223,69.0,70.0,0,720
0.9976229714614816,0.0023171238618943,0.986894385009627,1.0097277112696967,70.4,0.5477225575051661,70.0,71.0,0,750
0.9975457875287744,0.018983991855212,0.8439676090644119,1.2172432358079877,74.16666666666667,4.167333280008532,71.0,80.0,0,780
0.9971284021870128,0.0021511775172463,0.981066268911866,1.0148681764606229,74.0,1.5491933384829668,73.0,76.0,0,810
0.9970643639667895,0.001664132407346,0.9915832739329058,1.0031474113285943,72.2,0.4472135954999579,72.0,73.0,0,840
0.9971943659306248,0.0020574333259784,0.9838926031782584,1.014963124182258,71.83333333333333,0.7527726527090811,71.0,73.0,0,870
0.9970191852517618,0.0016505560283852,0.9911178855687196,1.003028355224562,71.83333333333333,0.408248290463863,71.0,72.0,0,900
0.9972099009783753,0.0073384535535324,0.9285289541462236,1.0580765759471853,72.5,0.8366600265340756,72.0,74.0,0,930
0.9972393018188692,0.0018465457096376,0.9908599706080268,1.0037250425713709,70.6,0.8944271909999159,70.0,72.0,0,960
0.9973231634259504,0.0019868155765129,0.9904604638263812,1.0084076801624082,70.83333333333333,0.408248290463863,70.0,71.0,0,990
0.9985074293439088,0.0360970657415752,0.5975795842272223,1.378242645991833,71.5,0.8366600265340756,70.0,72.0,0,1020
0.9975680353625226,0.0028715616348135,0.9588546577884264,1.0180745997859342,72.16666666666667,2.228601953392904,70.0,75.0,0,1050
0.997569190878858,0.0017057931547921,0.9910359806196092,1.0030733386644368,70.16666666666667,0.752772652709081,69.0,71.0,0,1080
0.9975675532562496,0.0016616816977613,0.990018666695088,1.004188175053605,70.8,0.4472135954999579,70.0,71.0,0,1110
0.9975128249807066,0.0017677031140944,0.9827233940016592,1.0100234305808702,69.8,1.3038404810405295,68.0,71.0,0,1140
0.997642082634864,0.0025757993819317,0.9662981006105156,1.0397444614549864,69.16666666666667,0.7527726527090811,68.0,70.0,0,1170
0.9974092773145358,0.0028549009724659,0.9584575395653632,1.023662688995965,72.42857142857143,3.5523298860110977,69.0,77.0,0,1200
0.9974040228206816,0.0016286491904395,0.991848550821858,1.003081437101465,69.16666666666667,1.1690451944500122,68.0,71.0,0,1230
0.9972768724150162,0.001644950739505,0.990779519492778,1.0043168147246266,68.4,0.8944271909999159,68.0,70.0,0,1260
0.9974412088509635,0.0016289834871585,0.9911121598482686,1.0024998849032554,68.5,0.8366600265340756,68.0,70.0,0,1290
0.9973099388553872,0.0062664405075124,0.947978263804366,1.0313773474962984,68.6,0.5477225575051661,68.0,69.0,0,1320
0.9975763963679272,0.0044866712738309,0.9638820464878054,1.0573473366787944,75.0,2.0,72.0,77.0,0,1350
0.9977638358592936,0.0017813198999611,0.984354475144117,1.0107631990284816,69.6,1.51657508881031,68.0,72.0,0,1380
0.9979339850546036,0.001773433652535,0.9873683121000998,1.0119407014655997,68.66666666666667,0.816496580927726,68.0,70.0,0,1410
0.997696381044019,0.0016103752323569,0.9918906739335844,1.0021921980732489,70.0,1.4142135623730951,68.0,71.0,0,1440
0.9978736559479546,0.0015934088966043,0.9910578973766264,1.0029149882220376,70.14285714285714,0.6900655593423543,69.0,71.0,0,1470
0.9976770314159904,0.0020522635934954,0.9868147712515454,1.0092481951970684,71.33333333333333,2.422120283277993,68.0,74.0,0,1500
0.9978298886311896,0.0016794815103524,0.9909360762864878,1.0054181371642497,68.2,0.4472135954999579,68.0,69.0,0,1530
0.9976044157985192,0.0022966067626337,0.9813025512747076,1.0174823471413987,68.5,0.8366600265340756,68.0,70.0,0,1560
0.9977175442791292,0.0016107809570123,0.9913980937633126,1.010249721182941,68.33333333333333,0.5163977794943223,68.0,69.0,0,1590
0.9977970149924122,0.0017220571918199,0.9887095564178088,1.0052834126501888,67.33333333333333,0.5163977794943223,67.0,68.0,0,1620
0.9978721721645092,0.0020451953608565,0.9887426653635868,1.008789499203025,66.5,1.6431676725154984,64.0,68.0,0,1650
0.9983991392455838,0.001627431690381,0.9930158479011904,1.0049047188774516,68.0,0.0,68.0,68.0,0,1680
0.9984384263342496,0.0016447858807332,0.9927647597343744,1.0037113328850331,67.5,0.5477225575051661,67.0,68.0,0,1710
0.9983345349427764,0.0016457794431451,0.9925624512424848,1.0036459706747445,68.66666666666667,0.5163977794943222,68.0,69.0,0,1740
0.9983572346555624,0.0017616797614302,0.9903541165535588,1.005609422476888,67.5,1.0488088481701516,66.0,69.0,0,1770
0.99824026395916,0.0016556563715974,0.9913687990726056,1.003886571480065,68.33333333333333,1.632993161855452,66.0,70.0,0,1800
0.9983048094756796,0.0016627333337366,0.9930074071114272,1.0030835561946174,67.5,0.5477225575051661,67.0,68.0,0,1830
0.9981980678543082,0.0016202375202505,0.9925410230350834,1.0029524723254688,68.0,1.0,67.0,69.0,0,1860
0.9983391450447836,0.0016808015890649,0.9925247348987984,1.0035786945442149,68.16666666666667,0.408248290463863,68.0,69.0,0,1890
0.9982391003492224,0.0016588349081526,0.9921959220530692,1.003886571480065,67.2,0.4472135954999579,67.0,68.0,0,1920
0.998323905123872,0.0019697122131622,0.9879398891656112,1.0146441570512148,67.2,0.4472135954999579,67.0,68.0,0,1950
0.9982157981748117,0.0017040349294893,0.9922850059719486,1.003273265933594,68.85714285714286,2.4784787961282104,67.0,74.0,0,1980
